Depto;año;Nombre - Indice;Posición;Puntaje;Grupo
GUAINÍA;2018;Tasa de cobertura bruta en educación superior;27;3,513587006;5
GUAVIARE;2018;Tasa de cobertura bruta en educación superior;26;10,11526317;5
VICHADA;2018;Tasa de cobertura bruta en educación superior;30;0,458943481;5
BOGOTÁ & CUNDINAMARCA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;22;31,9879905;3
BOLÍVAR;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;8;51,96262;1
BOYACÁ;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;5;60,14956223;1
CALDAS;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;16;41,02065456;2
CAQUETÁ;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;18;37,26268213;2
CAUCA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;7;52,66823686;1
CESAR;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;6;57,69860224;1
CÓRDOBA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;12;44,48364617;2
CHOCÓ;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;28;11,89637311;5
HUILA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;13;43,09883706;2
LA GUAJIRA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;3;80,33179806;1
MAGDALENA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;25;15,91556321;5
ANTIOQUIA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;20;36,38591989;2
META;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;10;49,80376179;2
NARIÑO;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;24;24,43962263;4
NORTE DE SANTANDER;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;23;31,03273878;3
QUINDÍO;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;11;46,6905443;2
RISARALDA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;17;39,00323771;2
SANTANDER;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;4;75,70131953;1
SUCRE;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;15;41,32175715;2
TOLIMA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;14;43,01060653;2
VALLE DEL CAUCA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;21;34,51598432;2
ATLÁNTICO;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;19;36,71838701;2
ARAUCA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;26;15,56478743;5
CASANARE;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;2;80,94718885;1
PUTUMAYO;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;1;84,92000827;1
SAN ANDRES Y PROVIDENCIA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;31;0;5
AMAZONAS;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;30;6,55455923;5
GUAINÍA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;27;13,39900069;5
GUAVIARE;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;29;10,67143122;5
VICHADA;2018;Índice de participación de graduados en ciencias e ingenierías - STEM  (0-100)  ;9;50,84212159;2
BOGOTÁ & CUNDINAMARCA;2018;Movilidad internacional (Índice) ;22;20,98103793;3
BOLÍVAR;2018;Movilidad internacional (Índice) ;15;35,04805232;3
BOYACÁ;2018;Movilidad internacional (Índice) ;14;39,18031194;2
CALDAS;2018;Movilidad internacional (Índice) ;2;57,34159486;2
CAQUETÁ;2018;Movilidad internacional (Índice) ;13;39,37711379;2
CAUCA;2018;Movilidad internacional (Índice) ;26;14,70351875;4
CESAR;2018;Movilidad internacional (Índice) ;20;28,17302954;3
CÓRDOBA;2018;Movilidad internacional (Índice) ;24;17,87646166;3
CHOCÓ;2018;Movilidad internacional (Índice) ;31;1,449087394;5
HUILA;2018;Movilidad internacional (Índice) ;28;10,45743341;4
LA GUAJIRA;2018;Movilidad internacional (Índice) ;29;5,268817899;5
MAGDALENA;2018;Movilidad internacional (Índice) ;9;50,06316241;2
ANTIOQUIA;2018;Movilidad internacional (Índice) ;3;54,52483978;2
META;2018;Movilidad internacional (Índice) ;4;53,96064051;2
NARIÑO;2018;Movilidad internacional (Índice) ;25;17,85560946;3
NORTE DE SANTANDER;2018;Movilidad internacional (Índice) ;27;12,77594802;4
QUINDÍO;2018;Movilidad internacional (Índice) ;19;30,39112111;3
RISARALDA;2018;Movilidad internacional (Índice) ;18;30,71484212;3
SANTANDER;2018;Movilidad internacional (Índice) ;17;31,5101046;3
SUCRE;2018;Movilidad internacional (Índice) ;30;1,639233193;5
TOLIMA;2018;Movilidad internacional (Índice) ;23;18,84819073;3
VALLE DEL CAUCA;2018;Movilidad internacional (Índice) ;11;41,45586955;2
ATLÁNTICO;2018;Movilidad internacional (Índice) ;12;40,81851385;2
ARAUCA;2018;Movilidad internacional (Índice) ;8;50,76243867;2
CASANARE;2018;Movilidad internacional (Índice) ;1;72,0371585;1
PUTUMAYO;2018;Movilidad internacional (Índice) ;21;25,82931472;3
SAN ANDRES Y PROVIDENCIA;2018;Movilidad internacional (Índice) ;5;53,56628523;2
AMAZONAS;2018;Movilidad internacional (Índice) ;10;48,03003735;2
GUAINÍA;2018;Movilidad internacional (Índice) ;7;51,57646114;2
GUAVIARE;2018;Movilidad internacional (Índice) ;6;52,11666487;2
VICHADA;2018;Movilidad internacional (Índice) ;16;34,35161461;3
BOGOTÁ & CUNDINAMARCA;2018;Investigadores por cada millón de habitantes;2;99,95516288;1
BOLÍVAR;2018;Investigadores por cada millón de habitantes;10;41,08811278;2
BOYACÁ;2018;Investigadores por cada millón de habitantes;8;43,19329073;2
CALDAS;2018;Investigadores por cada millón de habitantes;1;100;1
CAQUETÁ;2018;Investigadores por cada millón de habitantes;24;12,45811203;4
CAUCA;2018;Investigadores por cada millón de habitantes;16;24,38175765;4
CESAR;2018;Investigadores por cada millón de habitantes;23;13,87925367;4
CÓRDOBA;2018;Investigadores por cada millón de habitantes;17;23,51143009;4
CHOCÓ;2018;Investigadores por cada millón de habitantes;25;10,64812408;4
HUILA;2018;Investigadores por cada millón de habitantes;21;17,32137289;4
LA GUAJIRA;2018;Investigadores por cada millón de habitantes;19;18,80807559;4
MAGDALENA;2018;Investigadores por cada millón de habitantes;13;29,02837664;3
ANTIOQUIA;2018;Investigadores por cada millón de habitantes;3;87,71838714;1
META;2018;Investigadores por cada millón de habitantes;18;19,67325319;4
NARIÑO;2018;Investigadores por cada millón de habitantes;15;25,97049429;3
NORTE DE SANTANDER;2018;Investigadores por cada millón de habitantes;12;32,23188634;3
QUINDÍO;2018;Investigadores por cada millón de habitantes;11;39,18043861;3
RISARALDA;2018;Investigadores por cada millón de habitantes;7;52,20425164;2
SANTANDER;2018;Investigadores por cada millón de habitantes;4;68,17820158;2
SUCRE;2018;Investigadores por cada millón de habitantes;20;17,65237749;4
TOLIMA;2018;Investigadores por cada millón de habitantes;14;28,72659704;3
VALLE DEL CAUCA;2018;Investigadores por cada millón de habitantes;6;58,62726308;2
ATLÁNTICO;2018;Investigadores por cada millón de habitantes;5;60,71097425;2
ARAUCA;2018;Investigadores por cada millón de habitantes;29;0;5
CASANARE;2018;Investigadores por cada millón de habitantes;28;3,576489509;5
PUTUMAYO;2018;Investigadores por cada millón de habitantes;29;0;5
SAN ANDRES Y PROVIDENCIA;2018;Investigadores por cada millón de habitantes;22;15,40055754;4
AMAZONAS;2018;Investigadores por cada millón de habitantes;9;42,19148862;2
GUAINÍA;2018;Investigadores por cada millón de habitantes;26;8,376443535;5
GUAVIARE;2018;Investigadores por cada millón de habitantes;29;0;5
VICHADA;2018;Investigadores por cada millón de habitantes;27;5,063339633;5
BOGOTÁ & CUNDINAMARCA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;16;27,08845092;3
BOLÍVAR;2018;Gasto en investigación y desarrollo como porcentaje del PIB;12;31,08795695;3
BOYACÁ;2018;Gasto en investigación y desarrollo como porcentaje del PIB;8;45,65329629;2
CALDAS;2018;Gasto en investigación y desarrollo como porcentaje del PIB;29;3,121645452;5
CAQUETÁ;2018;Gasto en investigación y desarrollo como porcentaje del PIB;4;59,54920912;2
CAUCA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;21;18,11910683;4
CESAR;2018;Gasto en investigación y desarrollo como porcentaje del PIB;30;1,177995422;5
CÓRDOBA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;5;54,3562733;2
CHOCÓ;2018;Gasto en investigación y desarrollo como porcentaje del PIB;1;100;1
HUILA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;11;35,89624866;3
LA GUAJIRA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;31;0;5
MAGDALENA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;22;15,67441074;4
ANTIOQUIA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;20;20,00584978;4
META;2018;Gasto en investigación y desarrollo como porcentaje del PIB;3;65,60593494;2
NARIÑO;2018;Gasto en investigación y desarrollo como porcentaje del PIB;10;38,29475953;2
NORTE DE SANTANDER;2018;Gasto en investigación y desarrollo como porcentaje del PIB;13;30,92992761;3
QUINDÍO;2018;Gasto en investigación y desarrollo como porcentaje del PIB;25;12,73704757;4
RISARALDA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;23;14,0939146;4
SANTANDER;2018;Gasto en investigación y desarrollo como porcentaje del PIB;7;48,44550336;2
SUCRE;2018;Gasto en investigación y desarrollo como porcentaje del PIB;17;24,95437533;3
TOLIMA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;15;29,06961211;3
VALLE DEL CAUCA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;19;22,78819983;4
ATLÁNTICO;2018;Gasto en investigación y desarrollo como porcentaje del PIB;24;12,81676175;4
ARAUCA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;9;42,91700082;2
CASANARE;2018;Gasto en investigación y desarrollo como porcentaje del PIB;6;48,47288846;2
PUTUMAYO;2018;Gasto en investigación y desarrollo como porcentaje del PIB;2;80,24317467;1
SAN ANDRES Y PROVIDENCIA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;18;23,21560869;3
AMAZONAS;2018;Gasto en investigación y desarrollo como porcentaje del PIB;26;10,54176272;5
GUAINÍA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;27;9,67966624;5
GUAVIARE;2018;Gasto en investigación y desarrollo como porcentaje del PIB;14;30,38423358;3
VICHADA;2018;Gasto en investigación y desarrollo como porcentaje del PIB;28;3,92122845;5
BOGOTÁ & CUNDINAMARCA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;12;41,01991199;4
BOLÍVAR;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;11;41,61245016;4
BOYACÁ;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;6;57,81160385;3
CALDAS;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;7;55,29829363;3
CAQUETÁ;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;18;24,06667018;4
CAUCA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;16;34,05571587;4
CESAR;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;21;19,59736159;4
CÓRDOBA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;22;17,56766336;4
CHOCÓ;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;26;5,558504446;5
HUILA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;14;37,91724465;4
LA GUAJIRA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;27;5,437093886;5
MAGDALENA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;19;23,4485498;4
ANTIOQUIA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;1;96,87400324;1
META;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;15;35,95072299;4
NARIÑO;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;10;44,77447262;3
NORTE DE SANTANDER;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;17;31,98604186;4
QUINDÍO;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;9;45,14106905;3
RISARALDA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;4;69,73635818;2
SANTANDER;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;2;90,36186982;1
SUCRE;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;23;17,07735881;4
TOLIMA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;13;37,97928758;4
VALLE DEL CAUCA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;3;82,97917628;1
ATLÁNTICO;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;8;53,95074268;3
ARAUCA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;28;0;5
CASANARE;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;5;67,41773262;2
PUTUMAYO;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;24;14,84601206;5
SAN ANDRES Y PROVIDENCIA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;25;12,87887015;5
AMAZONAS;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;28;0;5
GUAINÍA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;28;0;5
GUAVIARE;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;28;0;5
VICHADA;2018;Desempeño de los estudiantes de educacion terciaria en las pruebas de estado Saber;20;20,33505814;4
BOGOTÁ & CUNDINAMARCA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);5;62,02032586;2
BOLÍVAR;2018;Intensidad del gasto empresarial en I+D (Porcentaje);2;92,74070184;1
BOYACÁ;2018;Intensidad del gasto empresarial en I+D (Porcentaje);10;38,25248523;3
CALDAS;2018;Intensidad del gasto empresarial en I+D (Porcentaje);17;13,54416355;5
CAQUETÁ;2018;Intensidad del gasto empresarial en I+D (Porcentaje);9;44,80245034;3
CAUCA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);13;22,07367286;4
CESAR;2018;Intensidad del gasto empresarial en I+D (Porcentaje);26;0,396368294;5
CÓRDOBA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);24;2,634865077;5
CHOCÓ;2018;Intensidad del gasto empresarial en I+D (Porcentaje);27;0;5
HUILA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);19;8,148137272;5
LA GUAJIRA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);27;0;5
MAGDALENA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);21;3,932620716;5
ANTIOQUIA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);3;71,84930079;2
META;2018;Intensidad del gasto empresarial en I+D (Porcentaje);1;100;1
NARIÑO;2018;Intensidad del gasto empresarial en I+D (Porcentaje);6;59,55853695;3
NORTE DE SANTANDER;2018;Intensidad del gasto empresarial en I+D (Porcentaje);18;8,240649853;5
QUINDÍO;2018;Intensidad del gasto empresarial en I+D (Porcentaje);20;5,051384717;5
RISARALDA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);14;16,90300746;5
SANTANDER;2018;Intensidad del gasto empresarial en I+D (Porcentaje);1;100;1
SUCRE;2018;Intensidad del gasto empresarial en I+D (Porcentaje);4;63,76323213;2
TOLIMA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);23;2,877564677;5
VALLE DEL CAUCA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);11;36,77722529;3
ATLÁNTICO;2018;Intensidad del gasto empresarial en I+D (Porcentaje);7;57,5669292;3
ARAUCA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);27;0;5
CASANARE;2018;Intensidad del gasto empresarial en I+D (Porcentaje);25;1,726847044;5
PUTUMAYO;2018;Intensidad del gasto empresarial en I+D (Porcentaje);8;53,51720543;3
SAN ANDRES Y PROVIDENCIA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);22;3,522135239;5
AMAZONAS;2018;Intensidad del gasto empresarial en I+D (Porcentaje);27;0;5
GUAINÍA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);16;14,00774037;5
GUAVIARE;2018;Intensidad del gasto empresarial en I+D (Porcentaje);12;23,50015737;4
VICHADA;2018;Intensidad del gasto empresarial en I+D (Porcentaje);15;14,77775753;5
BOGOTÁ & CUNDINAMARCA;2018;Comercio y competencia;1;97,54961092;1
BOLÍVAR;2018;Comercio y competencia;5;76,75372087;2
BOYACÁ;2018;Comercio y competencia;11;64,24390472;2
CALDAS;2018;Comercio y competencia;8;70,9671826;2
CAQUETÁ;2018;Comercio y competencia;29;15,32974969;5
CAUCA;2018;Comercio y competencia;6;76,28989795;2
CESAR;2018;Comercio y competencia;18;40,14867196;4
CÓRDOBA;2018;Comercio y competencia;15;46,902572;3
CHOCÓ;2018;Comercio y competencia;28;16,64364232;5
HUILA;2018;Comercio y competencia;16;46,28300129;3
LA GUAJIRA;2018;Comercio y competencia;22;35,01554371;4
MAGDALENA;2018;Comercio y competencia;12;58,42053341;3
ANTIOQUIA;2018;Comercio y competencia;3;89,38106132;1
META;2018;Comercio y competencia;19;39,19286533;4
NARIÑO;2018;Comercio y competencia;13;56,69639459;3
NORTE DE SANTANDER;2018;Comercio y competencia;9;69,0200357;2
QUINDÍO;2018;Comercio y competencia;17;43,04289212;4
RISARALDA;2018;Comercio y competencia;10;64,82357142;2
SANTANDER;2018;Comercio y competencia;7;72,73184281;2
SUCRE;2018;Comercio y competencia;21;35,36589189;4
TOLIMA;2018;Comercio y competencia;14;55,02173319;3
VALLE DEL CAUCA;2018;Comercio y competencia;2;89,99282287;1
ATLÁNTICO;2018;Comercio y competencia;4;78,38460483;1
ARAUCA;2018;Comercio y competencia;26;23,30280848;4
CASANARE;2018;Comercio y competencia;24;32,67380481;4
PUTUMAYO;2018;Comercio y competencia;27;19,59293686;5
SAN ANDRES Y PROVIDENCIA;2018;Comercio y competencia;20;36,91771325;4
AMAZONAS;2018;Comercio y competencia;30;13,85676896;5
GUAINÍA;2018;Comercio y competencia;23;34,21456272;4
